Id,Price hat
811,8667.369129672215
815,9503.572197691492
818,9400.73675169864
819,9467.008219031608
821,8688.568065975582
827,8693.704976361318
830,10038.404668118455
831,8703.12287191463
834,9492.14241225027
838,9284.378515087
844,8626.352235967908
846,9342.969936390591
848,9305.25797775003
861,9463.882434784966
862,9253.369448766925
868,8654.04571012057
872,9337.888180397713
876,9136.44042077699
877,8671.678494885758
880,9242.432303847181
882,9496.911625685361
886,9042.56119650191
889,9680.766126059034
897,9363.778564394628
899,9799.668925439133
907,9007.82837555944
914,9541.101095220933
915,9120.452732558131
918,9762.88337040745
928,9237.947353919293
929,9675.198401076883
931,9209.291428319333
933,9902.166517427013
935,9795.59715496183
937,9054.78450514566
940,9650.571529291796
943,9989.037632356329
948,9927.217543943561
955,9947.59933469228
960,9851.732125703507
963,9927.937087801394
965,10162.050450651514
967,9435.64550084911
969,9294.911705721162
974,9468.393728341694
979,10100.726761337668
986,10064.349669690691
989,9796.541977884766
993,9266.118034036057
994,9858.871020718288
995,10161.993500468454
996,9985.210178008265
997,8916.928148756035
1002,9459.734088662104
1004,10573.83896082291
1008,10015.288470519816
1011,10159.19673557325
1020,9681.730397993644
1021,9363.146504649712
1025,10163.227618001318
1027,10289.537903735492
1028,9410.395401815767
1032,10774.937832121932
1047,9736.449478051152
1050,6967.756584226918
1053,7412.598103039857
1054,7171.927636899295
1059,7148.512282665958
1060,7830.9846087530705
1070,7638.599687445653
1077,7841.959968967055
1078,7498.682816515244
1091,7238.186330511461
1093,7666.009605397023
1103,7689.195342233475
1106,8014.511897695165
1111,7444.423269572242
1113,7447.847110968665
1119,7820.745424008734
1121,8003.505081629766
1122,7394.783248384029
1127,7842.898273840205
1128,7246.674793330499
1131,8268.899566606402
1132,7253.535177673544
1140,7962.3357694595115
1142,7529.4851738836305
1143,7278.266995073247
1144,7619.58923648362
1145,7795.0833585614155
1149,7719.455018370685
1151,7720.30987080669
1154,7813.118393870384
1158,7303.231725078636
1167,7569.500266399993
1169,7487.016310770352
1172,8639.491734216559
1173,7841.171935440404
1174,7495.952784189238
1178,7498.007360708464
1180,7337.218213499691
1191,8048.795800452755
1192,8233.1639700952
1197,7616.221458201343
1198,7847.009673429176
1199,7618.160595131936
1201,7532.740382863892
1208,8071.799091105914
1215,8612.507689552496
1218,7382.703492539152
1222,8644.899188856396
1223,8275.359928730515
1228,8005.333395879998
1229,7480.0192916445185
1236,7834.144424100737
1237,7714.608599798541
1239,8201.002491548797
1248,8210.648091198556
1250,8083.633752469393
1256,7608.954593677211
1260,7708.116415261108
1263,8127.310756441463
1264,8071.743769273425
1276,8808.34079736646
1278,7467.23010530343
1282,7472.015436485232
1287,7647.034014476704
1288,7912.517700314071
1290,7826.2531551487755
1292,7741.494559680778
1300,7748.575523442238
1302,7492.512806153008
1303,7895.47839457319
1305,7666.54544290496
1307,8171.200268851664
1319,7915.950952843793
1322,8773.68152875681
1326,8430.33871513765
1327,8526.349190889812
1329,7616.173253486166
1330,7845.140745534632
1332,7851.134620569337
1342,7555.25022581051
1344,7998.476011433218
1345,7559.710486160216
1346,7877.675079129475
1347,8156.223114625859
1349,8159.270736404473
1351,8108.304704618754
1354,8840.155002975913
1359,8653.299395409838
1360,8877.003881593626
1362,8597.790444076692
1366,7915.883050452829
1371,8141.345503618676
1372,8387.209272989769
1378,8059.325873258718
1381,8630.487421195165
1387,8047.043006171767
1394,7846.625458381427
1396,8691.416096479174
1398,8595.192915791875
1399,7786.5231491790655
1406,8259.827567097944
1407,8646.149788357534
1411,8019.285949488922
1412,8450.684321041483
1414,8789.051123197145
1417,7954.337189948919
1419,9188.099249207376
1423,7914.922030370568
1433,8503.088604827271
1435,8851.149280231864
1436,8667.672789147771
1437,8160.047630766008
1439,9062.537968674485
